ApplicationNo,CreatedAt,Status,Type,Title,ApplicantOrgNumber,ApplicantOrgName,WithdrawnAt,SubmittedAt,OverallResult,EvaluationFinishedAt,DecisionResult,DecisionTime,ProcessingDays
SP-2023-000001,2023-02-16T11:39:06.540Z,PROCESSED,CHANGE_SITE,HUNDBERGAN,858000742,FLAKSTADVÅG LAKS AS,,,PENDING,,,,
SP-2023-000002,2023-02-16T19:31:54.903Z,RETURNED,NEW_SITE,Segløygrunna,915021352,SALMO INNOVATION AS,,,PENDING,,,,
SP-2023-000035,2023-02-24T14:03:57.392Z,PROCESSED,CHANGE_SITE,SØRVÆRET,976543718,SINKABERGHANSEN AS,,,PENDING,,,,
SP-2023-000036,2023-02-24T14:07:25.121Z,SUBMITTED,CHANGE_SITE,VARHOLMEN,976543718,SINKABERGHANSEN AS,,,PENDING,,,,
SP-2023-000037,2023-03-13T07:44:33.353Z,WITHDRAWN,CHANGE_SITE,JAMNUNGEN,821489962,NORCOD AS,,,PENDING,,,,
SP-2023-000038,2023-03-16T13:57:08.076Z,WITHDRAWN,CHANGE_SITE,MARØYA,976543718,SINKABERGHANSEN AS,,,PENDING,,,,
SP-2023-000039,2023-03-20T14:20:08.422Z,PROCESSED,CHANGE_SITE,MARØYA,976543718,SINKABERGHANSEN AS,,,PENDING,,,,
SP-2023-000040,2023-03-21T14:43:44.098Z,PROCESSED,CHANGE_SITE,FLOTENESET,959473706,AUSTEVOLL MELAKS AS,,,PENDING,,,,
SP-2023-000041,2023-03-23T09:51:12.454Z,SUBMITTED,CHANGE_SITE,HUNDHOLMEN,937504446,WENBERG FISKEOPPDRETT AS,,,PENDING,,,,
SP-2023-000042,2023-03-27T10:23:10.391Z,PROCESSED,NEW_SITE,Langtaren,933792854,MÅSØVAL AS,,,PENDING,,,,
SP-2023-000043,2023-03-31T12:58:28.083Z,PROCESSED,NEW_SITE,Slapøyværet,976253744,LETSEA AS,,,PENDING,,,,
SP-2023-000044,2023-04-04T06:50:18.165Z,PROCESSED,CHANGE_SITE,BØRØYA SLAKTEMERD,976725859,NORDLAKS PRODUKTER AS,,,PENDING,,,,
SP-2023-000045,2023-04-14T06:14:52.910Z,PROCESSED,CHANGE_SITE,OLAUSSKJÆRET,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2023-000046,2023-04-19T11:26:56.055Z,PROCESSED,CHANGE_SITE,HISKHOLMEN,914380553,FYLKESNES FISK AS,,,PENDING,,,,
SP-2023-000047,2023-05-02T12:46:24.247Z,PROCESSED,CHANGE_SITE,HESTHOLMEN Ø,838065392,GRIEG SEAFOOD ROGALAND AS,,,PENDING,,,,
SP-2023-000048,2023-05-03T07:05:31.268Z,PROCESSED,CHANGE_SITE,DIGERMULEN,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000049,2023-05-10T13:29:12.930Z,PROCESSED,CHANGE_SITE,Skarvhammaren,976253744,LETSEA AS,,,PENDING,,,,
SP-2023-000050,2023-05-12T12:56:10.400Z,PROCESSED,CHANGE_SITE,OKSEN,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000051,2023-05-16T09:18:55.256Z,PROCESSED,CHANGE_SITE,ÅDNØY SØ,938567697,ROGALAND FJORDBRUK AS,,,PENDING,,,,
SP-2023-000052,2023-05-22T12:16:23.153Z,PROCESSED,NEW_SITE,Flagskallen,913601963,EGIL KRISTOFFERSEN & SØNNER AS,,,PENDING,,,,
SP-2023-000085,2023-05-23T11:37:23.318Z,PROCESSED,CHANGE_SITE,OVERÅNESET,828764292,HOFSETH AQUA AS,,,PENDING,,,,
SP-2023-000086,2023-05-24T06:42:32.576Z,PROCESSED,CHANGE_SITE,LEITE,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000087,2023-05-26T08:52:18.957Z,PROCESSED,CHANGE_SITE,LILLE DJUPFEST,929535081,HOLMØY HAVBRUK AS,,,PENDING,,,,
SP-2023-000088,2023-05-27T06:40:58.883Z,PROCESSED,CHANGE_SITE,RINGHOLMEN,930155209,LERØY MIDT SJØ AS,,,PENDING,,,,
SP-2023-000089,2023-06-02T13:19:20.266Z,SUBMITTED,CHANGE_SITE,TOPPSUND Ø,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2023-000122,2023-06-06T08:20:40.029Z,PROCESSED,CHANGE_SITE,DAUMANNSVIKA,937504446,WENBERG FISKEOPPDRETT AS,,,PENDING,,,,
SP-2023-000123,2023-06-08T13:29:18.754Z,PROCESSED,CHANGE_SITE,KVENBUKTA V,958023685,EIDSFJORD SJØFARM AS,,,PENDING,,,,
SP-2023-000124,2023-06-13T07:14:32.221Z,RETURNED,CHANGE_SITE,AUSTNESTÅA,988718181,SVANØY HAVBRUK AS,,,PENDING,,,,
SP-2023-000125,2023-06-14T09:47:28.828Z,PROCESSED,NEW_SITE,Blikvær,827248312,NOVA SEA HAVBRUK AS,,,PENDING,,,,
SP-2023-000126,2023-06-15T13:11:27.231Z,PROCESSED,CHANGE_SITE,STORE TEISTHOLMEN Ø,930367931,GRIEG SEAFOOD ROGALAND SJØ AS,,,PENDING,,,,
SP-2023-000127,2023-06-16T07:07:38.074Z,PROCESSED,CHANGE_SITE,LARSTANGEN,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2023-000160,2023-06-21T11:36:48.139Z,PROCESSED,CHANGE_SITE,KVERNES,884141982,BALLANGEN SJØFARM AS,,,PENDING,,,,
SP-2023-000161,2023-06-21T11:40:01.780Z,PROCESSED,CHANGE_SITE,GANGDAL,966451238,ERKO SEAFOOD AS,,,PENDING,,,,
SP-2023-000162,2023-06-22T07:45:25.047Z,WITHDRAWN,CHANGE_SITE,KÅVIKA,930155179,LERØY AURORA SJØ AS,,,PENDING,,,,
SP-2023-000163,2023-06-22T11:58:34.690Z,SUBMITTED,NEW_SITE,Lammøya,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000164,2023-06-22T13:01:51.570Z,PROCESSED,CHANGE_SITE,KYSNES,966451238,ERKO SEAFOOD AS,,,PENDING,,,,
SP-2023-000165,2023-06-27T10:11:52.709Z,WITHDRAWN,CHANGE_SITE,MANNBRUHOLMEN,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000198,2023-06-29T10:41:33.943Z,PROCESSED,CHANGE_SITE,STORFJELL,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2023-000199,2023-06-30T06:00:15.209Z,SUBMITTED,NEW_SITE,Prestvika,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000232,2023-07-03T11:07:00.832Z,PROCESSED,CHANGE_SITE,Holand,958023685,EIDSFJORD SJØFARM AS,,,PENDING,,,,
SP-2023-000265,2023-07-04T07:24:03.084Z,SUBMITTED,CHANGE_SITE,STORØYA NØ,929535081,HOLMØY HAVBRUK AS,,,PENDING,,,,
SP-2023-000298,2023-07-05T09:39:11.214Z,PROCESSED,CHANGE_SITE,ISTERVIKA,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000299,2023-07-06T10:12:06.083Z,PROCESSED,CHANGE_SITE,MARØYTÅA,939064893,MARØ HAVBRUK A/S,,,PENDING,,,,
SP-2023-000300,2023-07-07T06:52:01.641Z,PROCESSED,CHANGE_SITE,FOSSÅ,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000301,2023-07-10T07:19:34.597Z,SUBMITTED,CHANGE_SITE,GRØTTØY,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2023-000302,2023-07-10T07:42:32.942Z,PROCESSED,CHANGE_SITE,FÆTTEN,930155209,LERØY MIDT SJØ AS,,,PENDING,,,,
SP-2023-000303,2023-07-10T07:52:45.178Z,PROCESSED,NEW_SITE,Hoholmen,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2023-000304,2023-07-10T10:30:37.976Z,PROCESSED,CHANGE_SITE,INDRE OPPEDAL,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000305,2023-07-10T22:10:23.741Z,WITHDRAWN,CHANGE_SITE,SKJORTNESET II,828764292,HOFSETH AQUA AS,,,PENDING,,,,
SP-2023-000306,2023-07-11T11:11:11.230Z,PROCESSED,CHANGE_SITE,MANNBRUHOLMEN,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000307,2023-07-12T09:12:58.889Z,SUBMITTED,CHANGE_SITE,PUNDSVIK I,884141982,BALLANGEN SJØFARM AS,,,PENDING,,,,
SP-2023-000308,2023-07-17T06:44:54.240Z,PROCESSED,CHANGE_SITE,HAUG,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2023-000309,2023-07-17T08:45:05.738Z,PROCESSED,CHANGE_SITE,SLÅTTVIKA,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000310,2023-07-17T14:06:04.995Z,SUBMITTED,CHANGE_SITE,OSPENESET,866751242,EIDE FJORDBRUK AS,,,PENDING,,,,
SP-2023-000311,2023-07-18T07:11:01.252Z,SUBMITTED,CHANGE_SITE,LANGØY,866751242,EIDE FJORDBRUK AS,,,PENDING,,,,
SP-2023-000312,2023-07-19T07:31:30.353Z,PROCESSED,CHANGE_SITE,LITJEVIKA,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2023-000313,2023-07-21T07:57:23.167Z,WITHDRAWN,CHANGE_SITE,GUDMUNDSET,994829750,PROPHYLAXIA AS,,,PENDING,,,,
SP-2023-000314,2023-07-21T09:38:18.695Z,PROCESSED,CHANGE_SITE,FUREHOLMEN S,999638872,SULEFISK AS,,,PENDING,,,,
SP-2023-000315,2023-07-24T06:52:57.965Z,PROCESSED,CHANGE_SITE,KALVIK,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000316,2023-08-04T12:28:24.399Z,PROCESSED,CHANGE_SITE,LANGERÅA,997152743,E. KARSTENSEN FISKEOPPDRETT AS,,,PENDING,,,,
SP-2023-000317,2023-08-09T16:24:13.489Z,PROCESSED,NEW_SITE,Brandaskuta,836597702,SEASHORE SJØ AS,,,PENDING,,,,
SP-2023-000318,2023-08-11T07:30:43.442Z,PROCESSED,CHANGE_SITE,KLUBBEN,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2023-000319,2023-08-11T12:50:32.201Z,WITHDRAWN,NEW_SITE,Lelandsholmen,914380553,FYLKESNES FISK AS,,,PENDING,,,,
SP-2023-000320,2023-08-11T12:59:33.343Z,PROCESSED,CHANGE_SITE,SLOKKHOLMEN Ø,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000321,2023-08-15T18:35:19.414Z,PROCESSED,CHANGE_SITE,SKÅRLIODDEN,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2023-000322,2023-08-24T11:24:07.631Z,SUBMITTED,CHANGE_SITE,ÆSØYA,952217860,ISQUEEN AS,,,PENDING,,,,
SP-2023-000323,2023-08-25T12:24:53.495Z,SUBMITTED,NEW_SITE,Bjørnvika,930155179,LERØY AURORA SJØ AS,,,PENDING,,,,
SP-2023-000324,2023-08-28T08:28:35.588Z,PROCESSED,CHANGE_SITE,HAGEBERGAN,958023685,EIDSFJORD SJØFARM AS,,,PENDING,,,,
SP-2023-000325,2023-08-30T10:49:41.290Z,PROCESSED,CHANGE_SITE,HILDERKLEIVA,988365777,GRATANGLAKS AS,,,PENDING,,,,
SP-2023-000326,2023-09-05T07:47:26.324Z,SUBMITTED,CHANGE_SITE,RINØYVÅG Ø,929535081,HOLMØY HAVBRUK AS,,,PENDING,,,,
SP-2023-000359,2023-09-07T09:09:56.110Z,SUBMITTED,CHANGE_SITE,SKÅLSVIKA,827248312,NOVA SEA HAVBRUK AS,,,PENDING,,,,
SP-2023-000360,2023-09-07T13:12:21.819Z,SUBMITTED,NEW_SITE,Lyngøy Øst,918003126,NORSK HAVBRUKSSENTER AS,,,PENDING,,,,
SP-2023-000361,2023-09-08T08:52:14.014Z,PROCESSED,CHANGE_SITE,STRAUMNESET,966451238,ERKO SEAFOOD AS,,,PENDING,,,,
SP-2023-000362,2023-09-08T13:08:16.336Z,PROCESSED,CHANGE_SITE,RUSSELVA,958023685,EIDSFJORD SJØFARM AS,,,PENDING,,,,
SP-2023-000363,2023-09-08T13:25:31.891Z,PROCESSED,CHANGE_SITE,BREMNESSVAET,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000364,2023-09-14T10:14:05.302Z,SUBMITTED,NEW_SITE,Langstranda,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000365,2023-09-15T12:06:39.655Z,SUBMITTED,CHANGE_SITE,KLUBBEN,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000398,2023-09-21T08:25:12.180Z,SUBMITTED,CHANGE_SITE,TJUKKENESET,930152366,CERMAQ NORWAY SALMON AS,,,PENDING,,,,
SP-2023-000431,2023-09-25T06:33:31.399Z,PROCESSED,CHANGE_SITE,HELLERFLESA,932186497,BJØRØYA AS,,,PENDING,,,,
SP-2023-000464,2023-10-05T12:02:16.263Z,PROCESSED,CHANGE_SITE,HUSFJORD,930152366,CERMAQ NORWAY SALMON AS,,,PENDING,,,,
SP-2023-000465,2023-10-06T08:57:10.084Z,RETURNED,CHANGE_SITE,SKYSSELVIKA V,937504446,WENBERG FISKEOPPDRETT AS,,,PENDING,,,,
SP-2023-000466,2023-10-06T12:41:58.690Z,PROCESSED,CHANGE_SITE,SLOPPEGRUNN,930152366,CERMAQ NORWAY SALMON AS,,,PENDING,,,,
SP-2023-000499,2023-10-12T09:10:44.612Z,PROCESSED,CHANGE_SITE,TRÆLSØYOSEN,930185698,LERØY VEST SJØ AS,,,PENDING,,,,
SP-2023-000500,2023-10-13T07:22:06.971Z,PROCESSED,CHANGE_SITE,SLETTNESFJORD,930152366,CERMAQ NORWAY SALMON AS,,,PENDING,,,,
SP-2023-000501,2023-10-13T12:54:41.228Z,PROCESSED,CHANGE_SITE,SVOLLANDSNESET,836597702,SEASHORE SJØ AS,,,PENDING,,,,
SP-2023-000502,2023-10-20T10:22:49.050Z,PROCESSED,CHANGE_SITE,SOLVÆRET,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2023-000535,2023-10-23T10:13:37.476Z,PROCESSED,CHANGE_SITE,ROGNDALEN,921601123,SJURELV FISKEOPPDRETT AS,,,PENDING,,,,
SP-2023-000568,2023-10-24T13:50:30.222Z,SUBMITTED,CHANGE_SITE,DYPEIDET,930152366,CERMAQ NORWAY SALMON AS,,,PENDING,,,,
SP-2023-000569,2023-10-25T07:10:52.881Z,PROCESSED,CHANGE_SITE,FINNVIK,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2023-000570,2023-10-25T13:33:31.187Z,PROCESSED,CHANGE_SITE,GUDMUNDSET,994829750,PROPHYLAXIA AS,,,PENDING,,,,
SP-2023-000571,2023-10-25T14:37:32.045Z,PROCESSED,CHANGE_SITE,NORDSKAFTET,827248312,NOVA SEA HAVBRUK AS,,,PENDING,,,,
SP-2023-000604,2023-11-01T13:39:13.442Z,PROCESSED,CHANGE_SITE,DALE II,930367931,GRIEG SEAFOOD ROGALAND SJØ AS,,,PENDING,,,,
SP-2023-000605,2023-11-02T11:39:07.439Z,PROCESSED,NEW_SITE,Store Svartholet,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000606,2023-11-06T08:57:17.554Z,PROCESSED,CHANGE_SITE,KORSNES,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2023-000607,2023-11-06T12:34:21.249Z,PROCESSED,CHANGE_SITE,HORSVÅGEN,930152366,CERMAQ NORWAY SALMON AS,,,PENDING,,,,
SP-2023-000608,2023-11-07T07:10:42.412Z,PROCESSED,NEW_SITE,Kya,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2023-000641,2023-11-08T08:54:40.629Z,SUBMITTED,CHANGE_SITE,NEDRE KVARV,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000642,2023-11-09T13:06:13.582Z,PROCESSED,CHANGE_SITE,HARDBAKKENESET,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2023-000643,2023-11-10T10:35:31.248Z,PROCESSED,CHANGE_SITE,KUØYNA,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2023-000644,2023-11-14T22:34:44.463Z,PROCESSED,CHANGE_SITE,ILSØYA 2,933792854,MÅSØVAL AS,,,PENDING,,,,
SP-2023-000645,2023-11-15T09:35:34.059Z,PROCESSED,CHANGE_SITE,STOREVIK,958608837,FLOKENES FISKEFARM AS,,,PENDING,,,,
SP-2023-000646,2023-11-16T12:58:34.754Z,SUBMITTED,CHANGE_SITE,KARISKJÆRET,943609551,LOFOTEN SJØPRODUKTER AS,,,PENDING,,,,
SP-2023-000647,2023-11-17T14:17:16.163Z,SUBMITTED,NEW_SITE,Langholmen,836597702,SEASHORE SJØ AS,,,PENDING,,,,
SP-2023-000648,2023-11-21T08:57:52.699Z,PROCESSED,NEW_SITE,Breivik,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2023-000649,2023-11-23T13:58:25.634Z,SUBMITTED,CHANGE_SITE,ALDALEN,930391328,AS BOLAKS,,,PENDING,,,,
SP-2023-000650,2023-11-30T08:29:33.076Z,SUBMITTED,CHANGE_SITE,SILDA,840215512,BLOM FISKEOPPDRETT AS,,,PENDING,,,,
SP-2023-000651,2023-12-07T13:28:02.069Z,PROCESSED,NEW_SITE,Plomma,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2023-000652,2023-12-11T08:12:04.955Z,PROCESSED,CHANGE_SITE,BERGSNES V,930367435,GRIEG SEAFOOD FINNMARK SJØ AS,,,PENDING,,,,
SP-2023-000685,2023-12-15T13:10:45.777Z,SUBMITTED,CHANGE_SITE,BJØRNØYA,943609551,LOFOTEN SJØPRODUKTER AS,,,PENDING,,,,
SP-2023-000686,2023-12-18T14:41:39.816Z,SUBMITTED,NEW_SITE,Kinnholmen,929535081,HOLMØY HAVBRUK AS,,,PENDING,,,,
SP-2023-000687,2023-12-22T10:11:02.496Z,SUBMITTED,CHANGE_SITE,GÅSFLESTAREN,932186497,BJØRØYA AS,,,PENDING,,,,
SP-2023-000688,2023-12-22T12:03:11.254Z,RETURNED,CHANGE_SITE,URDANESET,828764292,HOFSETH AQUA AS,,,PENDING,,,,
SP-2024-000689,2024-01-02T13:50:23.819Z,PROCESSED,CHANGE_SITE,BORGARLIFLOT,938567697,ROGALAND FJORDBRUK AS,,,PENDING,,,,
SP-2024-000690,2024-01-02T14:28:13.158Z,PROCESSED,CHANGE_SITE,DYRNES,940887836,FJELBERG FJORDBRUK  AS,,,PENDING,,,,
SP-2024-000691,2024-01-05T21:18:11.193Z,SUBMITTED,CHANGE_SITE,KVINGRA,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2024-000692,2024-01-08T13:08:43.971Z,WITHDRAWN,NEW_SITE,Leikvika,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-000693,2024-01-09T07:43:19.616Z,PROCESSED,CHANGE_SITE,KLEPPENES N,930367435,GRIEG SEAFOOD FINNMARK SJØ AS,,,PENDING,,,,
SP-2024-000694,2024-01-09T07:51:25.119Z,PROCESSED,CHANGE_SITE,STORVIKA,930367435,GRIEG SEAFOOD FINNMARK SJØ AS,,,PENDING,,,,
SP-2024-000695,2024-01-15T09:30:15.813Z,SUBMITTED,CHANGE_SITE,BUKKHOLMEN,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-000696,2024-01-15T15:42:34.549Z,PROCESSED,CHANGE_SITE,RØYSA,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-000697,2024-01-16T14:21:10.711Z,SUBMITTED,NEW_SITE,Mindland,996482537,AKVAFUTURE AS,,,PENDING,,,,
SP-2024-000698,2024-01-25T13:52:20.202Z,PROCESSED,CHANGE_SITE,KOKVIKA,827248312,NOVA SEA HAVBRUK AS,,,PENDING,,,,
SP-2024-000731,2024-01-26T10:46:08.934Z,PROCESSED,CHANGE_SITE,VESTNES,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2024-000732,2024-01-31T12:15:47.359Z,PROCESSED,CHANGE_SITE,DREVFLESA,932186497,BJØRØYA AS,,,PENDING,,,,
SP-2024-000733,2024-01-31T12:44:27.392Z,PROCESSED,CO_LOCATION_APPLICATION,SØREIDE,821614422,LANDØY FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-000734,2024-01-31T12:49:52.237Z,PROCESSED,CO_LOCATION_APPLICATION,BJØNNSPJOTNESET,821614422,LANDØY FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-000735,2024-01-31T14:21:46.992Z,PROCESSED,CHANGE_SITE,LANGHOLMEN N,929535081,HOLMØY HAVBRUK AS,,,PENDING,,,,
SP-2024-000736,2024-02-02T10:52:26.670Z,PROCESSED,CO_LOCATION_APPLICATION,HAMNSUNDET I,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-000737,2024-02-02T14:06:32.280Z,SUBMITTED,CHANGE_SITE,Mulen,930152366,CERMAQ NORWAY SALMON AS,,,PENDING,,,,
SP-2024-000738,2024-02-02T14:54:57.137Z,PROCESSED,CO_LOCATION_APPLICATION,LANGØY,930185698,LERØY VEST SJØ AS,,,PENDING,,,,
SP-2024-000739,2024-02-05T09:30:06.296Z,SUBMITTED,NEW_SITE,Sømnesøya,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-000740,2024-02-05T18:08:07.963Z,SUBMITTED,NEW_SITE,Skipbåtsvær,931064649,HELGELAND LAKS AS,,,PENDING,,,,
SP-2024-000741,2024-02-05T18:39:09.627Z,WITHDRAWN,NEW_SITE,Nord-Dønna,931064649,HELGELAND LAKS AS,,,PENDING,,,,
SP-2024-000742,2024-02-06T08:55:44.971Z,PROCESSED,CHANGE_SITE,HETTANESET,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-000775,2024-02-07T10:27:06.175Z,PROCESSED,CHANGE_SITE,MÅRSANJARGA,930367435,GRIEG SEAFOOD FINNMARK SJØ AS,,,PENDING,,,,
SP-2024-000808,2024-02-08T11:51:44.155Z,SUBMITTED,CHANGE_SITE,STRETARNESET,929535081,HOLMØY HAVBRUK AS,,,PENDING,,,,
SP-2024-000841,2024-02-09T14:49:32.037Z,PROCESSED,CO_LOCATION_APPLICATION,BÅSEN,886953402,PHARMAQ AS,,,PENDING,,,,
