ApplicationNo,CreatedAt,Status,Type,Title,ApplicantOrgNumber,ApplicantOrgName,WithdrawnAt,SubmittedAt,OverallResult,EvaluationFinishedAt,DecisionResult,DecisionTime,ProcessingDays
SP-2024-000842,2024-02-09T15:25:33.124Z,WITHDRAWN,CHANGE_SITE,DALJORDA,929535081,HOLMØY HAVBRUK AS,,,PENDING,,,,
SP-2024-000843,2024-02-09T15:44:03.278Z,SUBMITTED,CHANGE_SITE,DALJORDA,929535081,HOLMØY HAVBRUK AS,,,PENDING,,,,
SP-2024-000844,2024-02-13T11:37:20.886Z,PROCESSED,NEW_SITE,21335 Floteneset,994046055,ALLER AQUA NORWAY AS,,,PENDING,,,,
SP-2024-000845,2024-02-14T09:24:06.813Z,PROCESSED,CHANGE_SITE,KJØTTA V,988365777,GRATANGLAKS AS,,,PENDING,,,,
SP-2024-000846,2024-02-14T12:29:55.324Z,PROCESSED,CHANGE_SITE,VENGSØY,921601123,SJURELV FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-000847,2024-02-15T12:20:48.131Z,PROCESSED,CHANGE_SITE,TRETTEVIK,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2024-000880,2024-02-23T09:45:27.725Z,PROCESSED,CO_LOCATION_APPLICATION,DYRHOLMEN V,923070591,ENGESUND FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-000881,2024-02-26T11:56:38.825Z,PROCESSED,CO_LOCATION_APPLICATION,SOLØYA,924452625,HAVBRUKSAKADEMIET NORD AS,,,PENDING,,,,
SP-2024-000882,2024-02-26T12:01:17.612Z,PROCESSED,CO_LOCATION_APPLICATION,KORSNES,924452625,HAVBRUKSAKADEMIET NORD AS,,,PENDING,,,,
SP-2024-000883,2024-02-26T12:06:27.855Z,PROCESSED,CO_LOCATION_APPLICATION,SKARVHAUSEN,924452625,HAVBRUKSAKADEMIET NORD AS,,,PENDING,,,,
SP-2024-000884,2024-02-26T12:12:54.962Z,PROCESSED,CHANGE_SITE,URDANESET,930773840,HOFSETH SEA FARMING AS,,,PENDING,,,,
SP-2024-000917,2024-02-28T09:26:34.583Z,PROCESSED,CO_LOCATION_APPLICATION,DURMÅLSVIKA,816157382,SALAKS PRODUKSJON AS,,,PENDING,,,,
SP-2024-000950,2024-03-01T14:35:44.897Z,PROCESSED,CO_LOCATION_APPLICATION,KLOKKSTEIN,816157382,SALAKS PRODUKSJON AS,,,PENDING,,,,
SP-2024-000951,2024-03-06T11:56:58.005Z,PROCESSED,CHANGE_SITE,KJØRSVIKGRUNN,930155209,LERØY MIDT SJØ AS,,,PENDING,,,,
SP-2024-000952,2024-03-06T13:38:10.713Z,PROCESSED,CHANGE_SITE,GULHOLMEN,930185698,LERØY VEST SJØ AS,,,PENDING,,,,
SP-2024-000953,2024-03-07T08:00:05.374Z,PROCESSED,CHANGE_SITE,KALVHODET,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2024-000954,2024-03-11T15:14:48.226Z,SUBMITTED,CHANGE_SITE,GOURTESJOUKA,930155179,LERØY AURORA SJØ AS,,,PENDING,,,,
SP-2024-000955,2024-03-12T14:41:08.953Z,SUBMITTED,CO_LOCATION_APPLICATION,REVØY,830648402,SØRLANDET VISNINGSSENTER AS,,,PENDING,,,,
SP-2024-000956,2024-03-12T14:47:59.316Z,SUBMITTED,CO_LOCATION_APPLICATION,NAKKESTAD,830648402,SØRLANDET VISNINGSSENTER AS,,,PENDING,,,,
SP-2024-000957,2024-03-12T14:52:01.470Z,SUBMITTED,CO_LOCATION_APPLICATION,KJEHOLMEN II,830648402,SØRLANDET VISNINGSSENTER AS,,,PENDING,,,,
SP-2024-000990,2024-03-13T11:30:09.975Z,PROCESSED,CO_LOCATION_APPLICATION,LEIHOLMANE,840215512,BLOM FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-000991,2024-03-13T11:42:41.813Z,PROCESSED,CO_LOCATION_APPLICATION,ELVENESET,840215512,BLOM FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-000992,2024-03-13T11:44:33.096Z,PROCESSED,CO_LOCATION_APPLICATION,GRÅVIKA,840215512,BLOM FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-000993,2024-03-14T07:52:10.704Z,PROCESSED,CO_LOCATION_APPLICATION,BJØRGA,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2024-000994,2024-03-15T10:42:16.244Z,PROCESSED,CO_LOCATION_APPLICATION,SKARBUKTA,921709218,HAUGE AQUA FARMING AS,,,PENDING,,,,
SP-2024-001027,2024-03-21T07:34:38.498Z,PROCESSED,CHANGE_SITE,Bakfjorden,930152366,CERMAQ NORWAY SALMON AS,,,PENDING,,,,
SP-2024-001060,2024-03-22T08:24:50.819Z,PROCESSED,CHANGE_SITE,SOLHEIM,930155179,LERØY AURORA SJØ AS,,,PENDING,,,,
SP-2024-001061,2024-03-22T08:29:25.951Z,PROCESSED,CHANGE_SITE,LANGÅS,930155179,LERØY AURORA SJØ AS,,,PENDING,,,,
SP-2024-001062,2024-03-22T11:34:26.832Z,PROCESSED,CHANGE_SITE,ÅKRE,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001063,2024-04-02T17:51:25.304Z,SUBMITTED,CHANGE_SITE,FISKEFJORDEN,929535081,HOLMØY HAVBRUK AS,,,PENDING,,,,
SP-2024-001064,2024-04-05T13:34:05.192Z,WITHDRAWN,NEW_SITE,Skjellnes,988365777,GRATANGLAKS AS,,,PENDING,,,,
SP-2024-001065,2024-04-05T13:48:28.364Z,WITHDRAWN,NEW_SITE,Ytre Djupvik,988365777,GRATANGLAKS AS,,,PENDING,,,,
SP-2024-001066,2024-04-08T13:01:02.762Z,PROCESSED,CHANGE_SITE,ALDALEN,929068300,BOLAKS SJØ AS,,,PENDING,,,,
SP-2024-001067,2024-04-10T12:35:43.493Z,PROCESSED,CHANGE_SITE,DJUPTAREN,932186497,BJØRØYA AS,,,PENDING,,,,
SP-2024-001068,2024-04-10T20:40:42.563Z,PROCESSED,CHANGE_SITE,MÅVÆR,929601610,LOVUNDLAKS SJØ AS,,,PENDING,,,,
SP-2024-001069,2024-04-11T09:27:11.968Z,RETURNED,NEW_SITE,Tømmerhella,827248312,NOVA SEA HAVBRUK AS,,,PENDING,,,,
SP-2024-001070,2024-04-12T10:10:27.822Z,PROCESSED,CO_LOCATION_APPLICATION,LANGØY,923070591,ENGESUND FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001071,2024-04-15T08:17:13.332Z,SUBMITTED,CO_LOCATION_APPLICATION,MÅREN,958123701,STEINVIK FISKEFARM AS,,,PENDING,,,,
SP-2024-001072,2024-04-15T08:19:18.845Z,PROCESSED,CO_LOCATION_APPLICATION,SØREVIK,958123701,STEINVIK FISKEFARM AS,,,PENDING,,,,
SP-2024-001073,2024-04-15T11:58:46.252Z,WITHDRAWN,CO_LOCATION_APPLICATION,ØRNES,996236625,SELSØYVIK HAVBRUK AS,,,PENDING,,,,
SP-2024-001074,2024-04-15T13:01:32.172Z,PROCESSED,CO_LOCATION_APPLICATION,HELLARVIKA,930152366,CERMAQ NORWAY SALMON AS,,,PENDING,,,,
SP-2024-001075,2024-04-17T12:45:01.640Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,956876354,TROLAND LAKSEOPPDRETT AS,,,PENDING,,,,
SP-2024-001076,2024-04-18T06:04:25.469Z,PROCESSED,CO_LOCATION_APPLICATION,ØRNES,996236625,SELSØYVIK HAVBRUK AS,,,PENDING,,,,
SP-2024-001077,2024-04-18T12:07:12.849Z,SUBMITTED,CHANGE_SITE,HOVDENAKKEN,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2024-001078,2024-04-18T13:23:12.268Z,WITHDRAWN,NON_FISH_SPECIES,Kåvikneset,820740882,LERØY OCEAN HARVEST AS,,,PENDING,,,,
SP-2024-001079,2024-04-19T10:03:11.052Z,PROCESSED,CO_LOCATION_APPLICATION,STORELVA,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001112,2024-04-23T14:04:12.376Z,PROCESSED,CO_LOCATION_APPLICATION,Korsvika,929601610,LOVUNDLAKS SJØ AS,,,PENDING,,,,
SP-2024-001113,2024-04-23T14:06:43.363Z,PROCESSED,CO_LOCATION_APPLICATION,GRASHOLMAN,929601610,LOVUNDLAKS SJØ AS,,,PENDING,,,,
SP-2024-001114,2024-04-24T12:24:31.109Z,PROCESSED,NON_FISH_SPECIES,HALSEN,832728322,PROTEOS EIENDOM AS,,,PENDING,,,,
SP-2024-001115,2024-04-25T11:37:22.899Z,PROCESSED,CO_LOCATION_MESSAGE,ALTANESET,929068300,BOLAKS SJØ AS,,,PENDING,,,,
SP-2024-001116,2024-04-25T11:50:37.134Z,PROCESSED,CO_LOCATION_MESSAGE,OTERSTEGDALEN,929068300,BOLAKS SJØ AS,,,PENDING,,,,
SP-2024-001117,2024-04-25T11:54:22.685Z,PROCESSED,CO_LOCATION_MESSAGE,SKRUBBO,929068300,BOLAKS SJØ AS,,,PENDING,,,,
SP-2024-001118,2024-04-26T11:50:35.174Z,PROCESSED,CHANGE_SITE,LARSTANGEN,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2024-001119,2024-04-29T13:21:11.316Z,PROCESSED,CHANGE_SITE,HALLVARDØY,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2024-001120,2024-04-30T12:44:06.944Z,PROCESSED,CO_LOCATION_APPLICATION,MOVIKODDEN N,996236625,SELSØYVIK HAVBRUK AS,,,PENDING,,,,
SP-2024-001121,2024-04-30T18:06:27.917Z,WITHDRAWN,OTHER_FISH_SPECIES,ØRJAVIK,974526441,NORDIC HALIBUT AS,,,PENDING,,,,
SP-2024-001122,2024-05-01T10:36:03.360Z,PROCESSED,CO_LOCATION_MESSAGE,ALDALEN,929068300,BOLAKS SJØ AS,,,PENDING,,,,
SP-2024-001123,2024-05-01T10:36:52.738Z,PROCESSED,CO_LOCATION_MESSAGE,GJERDEVIKSFLUA,929068300,BOLAKS SJØ AS,,,PENDING,,,,
SP-2024-001124,2024-05-01T10:38:03.685Z,PROCESSED,CO_LOCATION_MESSAGE,FUSAVIKA,929068300,BOLAKS SJØ AS,,,PENDING,,,,
SP-2024-001125,2024-05-03T10:12:57.466Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2024-001126,2024-05-06T07:36:52.302Z,SUBMITTED,CHANGE_SITE,HEGGVIKA,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001127,2024-05-06T11:39:04.358Z,PROCESSED,NEW_SITE,Økernveien 94,855869942,NORSK INSTITUTT FOR VANNFORSKNING,,,PENDING,,,,
SP-2024-001160,2024-05-10T09:11:46.211Z,SUBMITTED,CHANGE_SITE,SANDHOLMAN,952217860,ISQUEEN AS,,,PENDING,,,,
SP-2024-001193,2024-05-10T09:48:28.540Z,PROCESSED,CHANGE_SITE,GEITERØYA I,952217860,ISQUEEN AS,,,PENDING,,,,
SP-2024-001194,2024-05-10T10:00:05.974Z,PROCESSED,CO_LOCATION_APPLICATION,SYRTANGEN,958123701,STEINVIK FISKEFARM AS,,,PENDING,,,,
SP-2024-001195,2024-05-13T09:49:53.635Z,PROCESSED,NEW_SITE,Nord-Dønna,931064649,HELGELAND LAKS AS,,,PENDING,,,,
SP-2024-001196,2024-05-14T11:22:15.143Z,PROCESSED,CO_LOCATION_APPLICATION,STOREVIKA,950912278,GILDESKÅL FORSKNINGSSTASJON AS,,,PENDING,,,,
SP-2024-001197,2024-05-14T13:48:15.932Z,WITHDRAWN,NON_FISH_SPECIES,Klauvnesbukt,820740882,LERØY OCEAN HARVEST AS,,,PENDING,,,,
SP-2024-001198,2024-05-15T12:38:45.930Z,SUBMITTED,LAND_BASED_AQUACULTURE,Eksisterende lokalitet - Naustholmen Ø,999573525,AMINOR AS,,,PENDING,,,,
SP-2024-001199,2024-05-15T12:58:50.701Z,PROCESSED,NEW_SITE,Klovningen,929706331,FRØYA LAKS AS,,,PENDING,,,,
SP-2024-001200,2024-05-16T09:17:33.862Z,PROCESSED,CHANGE_SITE,HANEHOLMEN,921398336,NORDFJORD LAKS AS,,,PENDING,,,,
SP-2024-001201,2024-05-16T12:56:22.604Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,898844412,OSLAND GENETICS AS,,,PENDING,,,,
SP-2024-001202,2024-05-16T17:31:02.064Z,WITHDRAWN,LAND_BASED_AQUACULTURE,Myklebust,928487423,OCEAN GEM AS,,,PENDING,,,,
SP-2024-001203,2024-05-16T17:36:38.490Z,WITHDRAWN,LAND_BASED_AQUACULTURE,Myklebust,928487423,OCEAN GEM AS,,,PENDING,,,,
SP-2024-001204,2024-05-27T13:39:13.769Z,PROCESSED,CO_LOCATION_APPLICATION,LEIHOLMANE,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2024-001205,2024-05-27T13:42:59.564Z,PROCESSED,CO_LOCATION_APPLICATION,HARDBAKKENESET,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2024-001206,2024-05-29T07:02:38.108Z,PROCESSED,CO_LOCATION_APPLICATION,SØRFJORDEN STAMFISKANLEGG,983506925,BENCHMARK GENETICS NORWAY AS,,,PENDING,,,,
SP-2024-001207,2024-05-29T07:43:34.221Z,PROCESSED,CO_LOCATION_APPLICATION,BREIVIKEN,983506925,BENCHMARK GENETICS NORWAY AS,,,PENDING,,,,
SP-2024-001208,2024-05-29T07:57:59.282Z,PROCESSED,CO_LOCATION_APPLICATION,MOVIKODDEN N,983506925,BENCHMARK GENETICS NORWAY AS,,,PENDING,,,,
SP-2024-001241,2024-05-31T09:17:10.779Z,PROCESSED,CO_LOCATION_APPLICATION,SØREIDE,821614422,LANDØY FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001242,2024-05-31T09:24:57.129Z,PROCESSED,CO_LOCATION_APPLICATION,TORVUND,821614422,LANDØY FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001243,2024-05-31T09:30:32.466Z,PROCESSED,CO_LOCATION_APPLICATION,MJØLSVIK,821614422,LANDØY FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001244,2024-05-31T09:36:00.102Z,PROCESSED,CO_LOCATION_APPLICATION,SØREVIK,821614422,LANDØY FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001245,2024-05-31T09:39:23.550Z,SUBMITTED,CO_LOCATION_APPLICATION,MÅREN,821614422,LANDØY FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001246,2024-05-31T09:44:24.299Z,PROCESSED,CO_LOCATION_APPLICATION,BJØNNSPJOTNESET,821614422,LANDØY FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001247,2024-05-31T09:47:32.907Z,WITHDRAWN,CO_LOCATION_APPLICATION,MÅREN,821614422,LANDØY FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001280,2024-05-31T13:52:36.570Z,SUBMITTED,CHANGE_SITE,HJARTØY Ø,930152366,CERMAQ NORWAY SALMON AS,,,PENDING,,,,
SP-2024-001281,2024-05-31T14:10:27.174Z,SUBMITTED,NEW_SITE,Ikke relevant da det søkes om forlengelse av FoU tillatelser,998710227,SEACALX AS,,,PENDING,,,,
SP-2024-001282,2024-05-31T21:53:44.520Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,984027958,NEKTON HAVBRUK AS,,,PENDING,,,,
SP-2024-001283,2024-06-05T21:09:39.723Z,PROCESSED,CHANGE_SITE,BOGELVA,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2024-001284,2024-06-11T09:23:04.772Z,PROCESSED,CO_LOCATION_APPLICATION,LANGØY,923070591,ENGESUND FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001285,2024-06-11T11:26:00.141Z,PROCESSED,CHANGE_SITE,DYPINGEN,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2024-001286,2024-06-12T06:40:01.379Z,WITHDRAWN,CO_LOCATION_APPLICATION,SKARBUKTA,994829750,PROPHYLAXIA AS,,,PENDING,,,,
SP-2024-001287,2024-06-12T06:40:56.935Z,WITHDRAWN,CO_LOCATION_APPLICATION,GJERMUNDNES,994829750,PROPHYLAXIA AS,,,PENDING,,,,
SP-2024-001288,2024-06-12T06:41:39.043Z,WITHDRAWN,CO_LOCATION_APPLICATION,GUDMUNDSET,994829750,PROPHYLAXIA AS,,,PENDING,,,,
SP-2024-001289,2024-06-12T09:19:00.755Z,PROCESSED,CO_LOCATION_APPLICATION,GUDMUNDSET,994829750,PROPHYLAXIA AS,,,PENDING,,,,
SP-2024-001290,2024-06-12T09:19:35.080Z,PROCESSED,CO_LOCATION_APPLICATION,GJERMUNDNES,994829750,PROPHYLAXIA AS,,,PENDING,,,,
SP-2024-001291,2024-06-12T09:19:51.717Z,WITHDRAWN,CO_LOCATION_APPLICATION,SKARBUKTA,994829750,PROPHYLAXIA AS,,,PENDING,,,,
SP-2024-001292,2024-06-13T07:16:04.624Z,PROCESSED,CHANGE_SITE,KNUBBEN,932186497,BJØRØYA AS,,,PENDING,,,,
SP-2024-001293,2024-06-14T15:44:22.700Z,SUBMITTED,CHANGE_SITE,SLÅTTENES,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001294,2024-06-15T20:47:27.105Z,WITHDRAWN,CO_LOCATION_MESSAGE,MÅVÆR,929601610,LOVUNDLAKS SJØ AS,,,PENDING,,,,
SP-2024-001295,2024-06-15T20:55:09.436Z,PROCESSED,CO_LOCATION_APPLICATION,STORE BUKKØY N,929601610,LOVUNDLAKS SJØ AS,,,PENDING,,,,
SP-2024-001296,2024-06-15T21:01:01.973Z,PROCESSED,CO_LOCATION_APPLICATION,MÅVÆR,929601610,LOVUNDLAKS SJØ AS,,,PENDING,,,,
SP-2024-001297,2024-06-16T20:00:30.572Z,PROCESSED,CO_LOCATION_APPLICATION,SKARBUKTA,994829750,PROPHYLAXIA AS,,,PENDING,,,,
SP-2024-001330,2024-06-17T08:24:42.730Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,961922976,CERMAQ NORWAY AS,,,PENDING,,,,
SP-2024-001331,2024-06-17T13:15:04.697Z,PROCESSED,CO_LOCATION_APPLICATION,LEIRVIKA,923070591,ENGESUND FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001364,2024-06-19T10:28:57.752Z,PROCESSED,NEW_SITE,Tuvaodden,929706331,FRØYA LAKS AS,,,PENDING,,,,
SP-2024-001365,2024-06-20T10:10:31.685Z,PROCESSED,CO_LOCATION_APPLICATION,DURMÅLSVIKA,816157382,SALAKS PRODUKSJON AS,,,PENDING,,,,
SP-2024-001366,2024-06-21T14:26:31.135Z,PROCESSED,CO_LOCATION_APPLICATION,HARDBAKKENESET,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2024-001367,2024-06-21T14:27:56.876Z,PROCESSED,CO_LOCATION_APPLICATION,LEIHOLMANE,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2024-001368,2024-06-21T18:08:12.698Z,PROCESSED,LAND_BASED_AQUACULTURE,Kvalnes,932201070,ANDFJORD SALMON AS,,,PENDING,,,,
SP-2024-001369,2024-06-25T11:24:46.815Z,PROCESSED,CO_LOCATION_APPLICATION,STORVIK,929418964,AKVANORTH FARM AS,,,PENDING,,,,
SP-2024-001370,2024-06-25T11:40:56.014Z,PROCESSED,OTHER_FISH_SPECIES,ØRJAVIK,974526441,NORDIC HALIBUT AS,,,PENDING,,,,
SP-2024-001371,2024-06-25T13:41:02.469Z,PROCESSED,CHANGE_SITE,SANDKVIA,988718181,SVANØY HAVBRUK AS,,,PENDING,,,,
SP-2024-001372,2024-06-29T05:46:10.621Z,PROCESSED,NON_FISH_SPECIES,MÅSSKJÆRA,993491780,SEAWEED SOLUTIONS AS,,,PENDING,,,,
SP-2024-001373,2024-07-01T12:49:12.201Z,PROCESSED,CO_LOCATION_APPLICATION,LEIRVIKA,923070591,ENGESUND FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001374,2024-07-02T08:13:48.889Z,PROCESSED,CHANGE_SITE,DÅVØYA,930155179,LERØY AURORA SJØ AS,,,PENDING,,,,
SP-2024-001375,2024-07-03T11:10:32.412Z,PROCESSED,CHANGE_SITE,KVALØY Ø,923187030,VARDE FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001376,2024-07-05T09:12:13.372Z,PROCESSED,CO_LOCATION_APPLICATION,LAUSKLUBBEN,937375158,AKVAPLAN-NIVA AS,,,PENDING,,,,
SP-2024-001377,2024-07-05T09:31:55.063Z,SUBMITTED,CHANGE_SITE,SLETTVIKA,994300474,MÅSØVAL LISENS AS,,,PENDING,,,,
SP-2024-001378,2024-07-05T12:12:50.066Z,RETURNED,NEW_SITE,Gambukta,922997748,LYNGEN SEAWEED AS,,,PENDING,,,,
SP-2024-001379,2024-07-05T12:37:35.908Z,SUBMITTED,LAND_BASED_AQUACULTURE,Dokken,971349077,HAVFORSKNINGSINSTITUTTET,,,PENDING,,,,
SP-2024-001380,2024-07-08T09:06:32.774Z,PROCESSED,CHANGE_SITE,RAMSTADHOLMEN,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001381,2024-07-10T08:30:40.083Z,PROCESSED,CHANGE_SITE,VORAVIKA,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001382,2024-07-10T11:49:13.471Z,PROCESSED,MINOR_AREA_CHANGES,YTRE SIMANES,980361306,GRIEG SEAFOOD FINNMARK AS,,,PENDING,,,,
SP-2024-001415,2024-07-19T13:22:29.764Z,PROCESSED,CHANGE_SITE,RENNAREN,838065392,GRIEG SEAFOOD ROGALAND AS,,,PENDING,,,,
SP-2024-001416,2024-07-22T11:29:05.314Z,PROCESSED,CO_LOCATION_APPLICATION,BJØRNSTEIN,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001417,2024-07-22T18:32:45.045Z,PROCESSED,CO_LOCATION_APPLICATION,NAUSTNESET,989278835,NOFIMA AS,,,PENDING,,,,
SP-2024-001418,2024-07-30T12:17:01.493Z,SUBMITTED,CO_LOCATION_APPLICATION,SÆTEROSEN,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001419,2024-07-30T12:40:19.152Z,SUBMITTED,CHANGE_SITE,NORDNES,930152366,CERMAQ NORWAY SALMON AS,,,PENDING,,,,
